dp,x bpm1,x bpm2,q1,q2,dq1,dq2
-0.005,-0.001142708282,-0.001805906053,6.788326949,2.660691758,0.3036415512,6.916810177
-0.002,-0.0004313724881,-0.0007487502215,6.790896257,2.682702117,1.44781056,7.768016465
0,-9.198085642e-06,6.693107256e-06,6.794678834, 2.698842921,2.358451303,8.380544852
0.002,0.0003630020208,0.0008078548883,6.800436015,2.716259108,3.43010108,9.046474507
0.005,0.0008051921074,0.002109259235,6.813630475,2.745068465,5.471275152,10.19738807
